SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500378,JINDAL SAW  ,B ,Q,118.95,120.95,114.15,114.95,114.95,117.95,1023,179778,21019013.00,,INE324A01024,13-Nov-17,,
500380,JK LAKSHMI  ,A ,Q,438.20,450.85,437.05,438.55,438.55,442.90,272,7200,3208830.00,,INE786A01032,13-Nov-17,,
500387,SHREE CEMENT,A ,Q,18183.35,18313.50,18000.00,18079.65,18036.30,18015.30,193,382,6935049.00,,INE070A01015,13-Nov-17,,
500388,SHREE KRISHN,XT,Q,24.70,24.90,24.70,24.90,24.90,26.00,5,1680,41712.00,,INE970C01012,13-Nov-17,,
500390,REL INFRA   ,A ,Q,463.00,468.50,455.75,459.50,459.50,464.75,2786,264262,121844211.00,,INE036A01016,13-Nov-17,,
500394,SOLID CARBID,XT,Q,0.37,0.37,0.37,0.37,0.37,0.38,5,3500,1295.00,,INE161C01026,13-Nov-17,,
500399,STEELCO GUJ.,XT,Q,9.28,10.00,9.28,9.64,10.00,9.66,21,4552,43236.00,,INE629B01024,13-Nov-17,,
500400,TATA POWER  ,A ,Q,83.00,83.40,81.70,82.00,82.00,82.85,1085,230014,18916263.00,,INE245A01021,13-Nov-17,,
500402,SPMLINFRA   ,B ,Q,160.05,160.05,154.25,155.30,155.00,156.55,1097,58564,9142426.00,,INE937A01023,13-Nov-17,,
500403,SUNDARAM FAS,A ,Q,485.60,488.00,476.00,477.80,477.80,482.60,292,8109,3896323.00,XD,INE387A01021,13-Nov-17,,
500404,SUNFLAG IRON,B ,Q,82.25,83.20,77.55,78.15,78.15,82.80,1405,240223,19183608.00,,INE947A01014,13-Nov-17,,
500405,SUPREME PET ,B ,Q,362.45,366.80,360.40,362.80,363.00,356.05,274,8164,2973513.00,,INE663A01017,13-Nov-17,,
500407,SWARAJ ENGIN,B ,Q,1866.70,1925.00,1866.70,1903.50,1900.00,1925.30,40,301,574353.00,,INE277A01016,13-Nov-17,,
500408,TATA ELXSI  ,A ,Q,905.15,924.90,901.50,905.95,905.95,899.95,3604,148164,135287563.00,,INE670A01012,13-Nov-17,,
500410,ACC LTD     ,A ,Q,1758.45,1771.15,1747.50,1753.95,1760.00,1754.00,342,7339,12915388.00,,INE012A01025,13-Nov-17,,
500411,THERMAX     ,A ,Q,996.50,1000.00,976.80,996.05,1000.00,992.75,117,42438,42281135.00,,INE152A01029,13-Nov-17,,
500412,THIRUMALAI  ,B ,Q,2099.00,2177.60,2070.10,2084.30,2084.30,2108.80,1876,28306,59641469.00,,INE338A01016,13-Nov-17,,
500413,THOMAS COOK ,B ,Q,231.20,237.90,231.00,235.15,234.50,228.65,630,11266,2635423.00,,INE332A01027,13-Nov-17,,
500414,TIMEX GROUP ,XT,Q,40.40,40.40,40.40,40.40,40.40,38.50,35,20872,843228.00,,INE064A01026,13-Nov-17,,
500418,TOKYO PLAST ,B ,Q,138.15,138.15,126.35,128.50,129.95,132.20,95,5568,741588.00,,INE932C01012,13-Nov-17,,
500420,TORRENT PHAR,A ,Q,1228.80,1231.35,1206.00,1217.10,1215.95,1224.15,558,8298,10092917.00,,INE685A01028,13-Nov-17,,
500421,TPI INDIA   ,XT,Q,4.50,4.50,4.50,4.50,4.50,4.70,1,2500,11250.00,,INE578C01021,13-Nov-17,,
500422,TRANSCHEM   ,XD,Q,27.95,29.00,24.00,24.75,24.75,27.95,73,13505,339505.00,,INE019B01010,13-Nov-17,,
500425,AMBUJA CEME ,A ,Q,271.00,273.70,269.40,270.75,270.75,269.45,536,57052,15506830.00,,INE079A01024,13-Nov-17,,
500426,UTLINDS     ,XT,Q,6.75,6.75,6.75,6.75,6.75,6.55,1,200,1350.00,,INE184E01024,13-Nov-17,,
500429,UNIPHOS ENT.,B ,Q,92.00,93.00,91.00,92.30,92.30,93.00,85,6231,570354.00,,INE037A01022,13-Nov-17,,
500439,VARD HOLDNG ,B ,Q,3300.00,3380.00,3270.00,3285.05,3285.00,3281.00,16,44,146067.00,,INE701A01023,13-Nov-17,,
500440,HINDALCO    ,A ,Q,264.90,265.40,258.75,260.85,260.85,264.35,2928,421298,110131491.00,,INE038A01020,13-Nov-17,,
500444,WEST COAS PA,B ,Q,208.00,214.00,205.40,206.25,206.25,206.60,834,42193,8814676.00,,INE976A01021,13-Nov-17,,
500449,HIND.ORG.CHM,B ,Q,22.20,22.25,20.70,21.15,21.15,22.20,182,59567,1276893.00,,INE048A01011,13-Nov-17,,
500450,MPIL CORP L ,XD,Q,181.00,181.00,181.00,181.00,181.00,181.00,4,15000,2715000.00,,INE844C01027,13-Nov-17,,
500456,PAS.ACRYLON ,XC,Q,24.50,24.65,23.70,23.90,23.80,24.05,163,131315,3170378.00,,INE818B01023,13-Nov-17,,
500459,PROCTER &GAM,A ,Q,8839.35,8925.45,8700.00,8729.50,8730.00,8822.65,84,265,2324458.00,,INE179A01014,13-Nov-17,,
500460,MUKAND LTD. ,B ,Q,94.15,95.00,91.30,92.20,92.20,93.65,160,18671,1742266.00,,INE304A01026,13-Nov-17,,
500463,AGCNET      ,B ,Q,105.55,108.00,105.55,106.25,106.00,109.65,17,1006,107265.00,,INE676A01019,13-Nov-17,,
500464,UCAL FUEL   ,B ,Q,189.65,190.50,188.60,189.80,189.80,189.75,66,2289,433828.00,,INE139B01016,13-Nov-17,,
500467,HARR.MALAYAL,B ,Q,88.00,88.00,84.50,84.90,84.90,86.55,257,13944,1195653.00,,INE544A01019,13-Nov-17,,
500469,FEDERAL BANK,A ,Q,113.00,115.15,112.50,114.50,114.50,112.35,2048,575786,65597318.00,,INE171A01029,13-Nov-17,,
500470,TATA STEEL  ,A ,Q,707.00,707.00,687.00,690.85,690.85,701.45,5311,318143,220075215.00,,INE081A01012,13-Nov-17,,
500472,SKF INDIA   ,A ,Q,1700.00,1700.00,1664.85,1680.00,1675.00,1694.30,86,528,889323.00,,INE640A01023,13-Nov-17,,
500477,ASHOK LEYL. ,A ,Q,112.75,113.85,107.70,113.25,113.25,111.95,8244,2273077,251746640.00,,INE208A01029,13-Nov-17,,
500480,CUMMINS (I) ,A ,Q,870.00,876.25,860.00,861.85,861.85,873.65,402,8934,7753724.00,,INE298A01020,13-Nov-17,,
500483,TATA COMM   ,A ,Q,699.55,712.00,688.20,693.90,693.90,701.10,887,32884,23090506.00,,INE151A01013,13-Nov-17,,
500488,ABBOTT (I)  ,B ,Q,4629.80,5401.30,4600.00,5056.15,5056.15,4501.10,4600,26268,136083384.00,,INE358A01014,13-Nov-17,,
500490,BAJ HOLD INV,A ,Q,2897.00,2933.95,2874.00,2894.30,2910.00,2925.85,124,869,2518283.00,,INE118A01012,13-Nov-17,,
500493,BHARAT FORGE,A ,Q,711.00,711.00,685.00,689.40,689.40,705.65,2611,123630,86182343.00,,INE465A01025,13-Nov-17,,
500495,ESCORTS LTD.,A ,Q,699.00,701.70,680.00,682.85,682.85,697.80,1666,94058,64830282.00,,INE042A01014,13-Nov-17,,
500500,HIND.MOTORS ,B ,Q,7.66,7.89,7.66,7.77,7.77,7.69,97,49536,386965.00,,INE253A01025,13-Nov-17,,
500510,LARSEN & TOU,A ,Q,1240.00,1260.00,1210.05,1240.35,1240.35,1264.05,9058,334606,413307775.00,,INE018A01030,13-Nov-17,,
500520,MAH & MAH   ,A ,Q,1404.15,1430.95,1404.15,1411.05,1411.05,1393.40,6865,390662,553125211.00,,INE101A01026,13-Nov-17,,
500530,BOSCH LTD   ,A ,Q,20600.00,20600.00,19948.05,19965.65,20001.65,20484.85,748,1568,31430841.00,,INE323A01026,13-Nov-17,,
500540,PREMIER LTD ,B ,Q,30.00,30.00,29.30,29.35,29.30,29.45,19,2027,59648.00,,INE342A01018,13-Nov-17,,
500547,BHARAT PET. ,A ,Q,517.00,518.50,494.00,501.05,501.05,513.00,4583,345553,172816292.00,,INE029A01011,13-Nov-17,,
500550,SIEMENS LTD.,A ,Q,1225.60,1226.90,1197.00,1199.65,1197.00,1217.50,398,9559,11537833.00,,INE003A01024,13-Nov-17,,
500570,TATA MOTORS ,A ,Q,427.00,428.00,416.10,418.20,418.20,422.65,7851,724312,305770807.00,,INE155A01022,13-Nov-17,,
500575,VOLTAS LTD  ,A ,Q,569.00,582.10,557.15,576.20,577.10,570.55,3313,114603,65302971.00,,INE226A01021,13-Nov-17,,
500620,GREAT EASTE ,A ,Q,386.00,386.00,360.60,372.30,372.30,385.15,487,15180,5666260.00,,INE017A01032,13-Nov-17,,
500645,DEEPAK FERT.,B ,Q,430.75,430.75,418.05,420.60,420.10,430.75,1516,33102,13966259.00,,INE501A01019,13-Nov-17,,
500650,EXCEL INDUST,B ,Q,512.65,531.60,509.00,521.15,517.00,505.50,146,2457,1280480.00,,INE369A01029,13-Nov-17,,
500655,GARWARE POLY,XC,Q,230.00,233.95,219.95,222.00,222.00,237.80,165,13001,2912000.00,,INE291A01017,13-Nov-17,,
500660,GLAXOSMITH  ,A ,Q,2635.00,2657.60,2611.00,2629.45,2629.45,2631.25,187,695,1823192.00,,INE159A01016,13-Nov-17,,
500670,GUJ.NARMADA ,A ,Q,443.00,449.95,424.65,426.30,426.30,445.70,5133,292812,127580196.00,,INE113A01013,13-Nov-17,,
500672,NOVARTIS    ,B ,Q,644.85,654.00,640.00,642.70,642.70,644.90,892,21011,13587710.00,,INE234A01025,13-Nov-17,,
500674,SANOFI      ,A ,Q,4490.55,4630.95,4469.55,4477.95,4480.00,4468.40,66,121,543281.00,,INE058A01010,13-Nov-17,,
500676,GLAXOSMITHKL,A ,Q,6116.35,6116.35,5989.85,6030.85,6052.00,6048.60,380,75991,458221246.00,,INE264A01014,13-Nov-17,,
500680,PFIZER LTD. ,A ,Q,1910.00,1975.00,1865.15,1909.10,1909.95,1904.70,1157,8738,16740270.00,,INE182A01018,13-Nov-17,,
500690,GUJ.ST.FERT ,A ,Q,139.25,141.20,137.15,137.85,137.85,140.40,972,203413,28247056.00,,INE026A01025,13-Nov-17,,
500696,HIND UNI LT ,A ,Q,1295.00,1314.50,1270.50,1278.65,1278.65,1290.75,2497,88842,115132089.00,,INE030A01027,13-Nov-17,,
500710,AKZOINDIA   ,B ,Q,1795.35,1810.05,1770.00,1784.10,1780.00,1775.20,132,820,1465686.00,,INE133A01011,13-Nov-17,,
500730,NOCIL LTD   ,B ,Q,180.00,182.25,177.05,177.90,177.90,181.35,1919,169860,30456742.00,,INE163A01018,13-Nov-17,,
500770,TATA CHEM.  ,A ,Q,720.00,737.75,715.45,724.10,724.10,718.75,3266,162874,118603650.00,,INE092A01019,13-Nov-17,,
500777,T.P.L.      ,B ,Q,72.80,73.70,71.20,71.65,71.65,72.45,240,34744,2501616.00,,INE148A01019,13-Nov-17,,
500780,ZUARIGLOB   ,B ,Q,181.25,184.00,180.00,180.70,181.50,184.10,89,6320,1154640.00,,INE217A01012,13-Nov-17,,
500790,NESTLE (I)  ,A ,Q,7924.00,7945.00,7655.65,7714.65,7690.00,7770.10,868,3844,29818624.00,,INE239A01016,13-Nov-17,,
500800,TATAGLOBAL  ,A ,Q,236.25,239.80,233.00,234.55,234.55,236.50,2206,380201,89971236.00,,INE192A01025,13-Nov-17,,
500820,ASIAN PAINTS,A ,Q,1180.10,1187.55,1171.85,1175.10,1175.10,1176.45,795,21281,25109388.00,,INE021A01026,13-Nov-17,,
500825,BRITANIA IND,A ,Q,4778.00,4926.00,4692.00,4883.00,4914.70,4872.85,2390,13866,66267655.00,,INE216A01022,13-Nov-17,,
500830,COLGATE PALM,A ,Q,1040.00,1055.45,1032.50,1047.80,1046.00,1038.65,704,21831,22811321.00,,INE259A01022,13-Nov-17,,
500840,EIH LTD.    ,B ,Q,153.60,153.60,148.55,150.00,150.20,150.90,166,6990,1050902.00,,INE230A01023,13-Nov-17,,
500850,INDIAN HOTEL,A ,Q,111.25,113.15,111.25,112.50,112.85,111.55,469,67206,7556722.00,,INE053A01029,13-Nov-17,,
500870,CASTROL     ,A ,Q,399.00,400.45,393.50,395.10,395.10,396.65,2324,126854,50357591.00,,INE172A01027,13-Nov-17,,
500875,ITC LTD.    ,A ,Q,262.00,263.45,258.00,258.35,258.35,261.35,5084,513359,133644871.00,,INE154A01025,13-Nov-17,,
500877,APOLLO TYRES,A ,Q,238.00,239.10,235.20,235.95,235.95,235.20,1151,116448,27589561.00,,INE438A01022,13-Nov-17,,
500878,CEAT LIMITED,A ,Q,1737.00,1764.70,1735.85,1747.55,1740.35,1738.55,956,23343,40856722.00,,INE482A01020,13-Nov-17,,
500890,MODI RUBBER ,T ,Q,110.20,113.00,110.20,110.30,110.30,110.50,5,304,33532.00,,INE832A01018,13-Nov-17,,
500940,FINOLEX IND.,A ,Q,699.00,713.10,688.60,695.55,698.00,711.60,507,66280,47013672.00,,INE183A01016,13-Nov-17,,
500945,VALUE IND L ,B ,Q,6.67,6.89,6.32,6.40,6.71,6.67,25,5827,38326.00,,INE352A01017,13-Nov-17,,
501150,CENTRUM CAP ,T ,Q,80.00,82.00,78.55,79.50,79.50,79.80,2008,492372,39337602.00,,INE660C01027,13-Nov-17,,
501179,OSCAR INV.  ,XC,Q,220.20,220.20,218.00,219.20,220.20,216.50,5,115,25206.00,,INE221D01018,13-Nov-17,,
501242,TCI FINANCE ,B ,Q,23.15,24.20,22.80,23.50,23.75,23.20,66,6117,142998.00,,INE911B01018,13-Nov-17,,
501295,INDUS.INV.TR,B ,Q,113.00,113.00,109.80,109.80,109.80,115.55,7,137,15067.00,,INE886A01014,13-Nov-17,,
501298,INDUS.&PRUD.,XC,Q,1330.00,1350.00,1330.00,1349.00,1349.00,1318.55,8,53,71334.00,,INE620D01011,13-Nov-17,,
501301,TATA INVEST.,B ,Q,868.20,868.20,845.25,854.60,848.70,864.30,212,3117,2671845.00,,INE672A01018,13-Nov-17,,
501343,MOTOR&GEN.FI,B ,Q,33.00,33.00,31.00,31.50,31.50,31.60,7,361,11295.00,,INE861B01015,13-Nov-17,,
501370,WALCHAND PF ,XD,Q,167.95,175.00,165.15,168.40,168.40,159.50,363,26737,4556914.00,,INE695D01021,13-Nov-17,,
501391,W.H.BRADY   ,XD,Q,253.00,259.70,245.00,248.90,248.90,245.15,34,647,162391.00,,INE855A01019,13-Nov-17,,
501423,SHA ENG PLA ,XC,Q,620.00,692.50,603.00,688.85,690.00,649.55,163,33911,22094206.00,,INE151G01010,13-Nov-17,,
501425,BOM.BURMAH  ,A ,Q,1604.65,1626.30,1578.50,1587.75,1587.75,1598.80,958,19017,30331405.00,,INE050A01025,13-Nov-17,,
501430,BOM.CYCLE   ,XD,Q,1755.00,1837.40,1700.00,1837.40,1837.40,1749.95,65,493,902429.00,,INE691K01017,13-Nov-17,,
501455,GREAVES COTT,B ,Q,124.20,127.45,124.20,125.15,125.15,124.45,556,31654,3987111.00,,INE224A01026,13-Nov-17,,
501700,INDIA NIVEH ,XD,Q,49.45,49.55,49.20,49.45,49.55,49.35,37,5918,292383.00,,INE131H01028,13-Nov-17,,
501833,CHOWGULE ST ,XT,Q,15.10,15.60,15.00,15.01,15.00,14.96,15,4309,65095.00,,INE490A01015,13-Nov-17,,
501848,GLOBAL OFFS ,T ,Q,37.40,37.40,35.65,36.15,36.15,36.40,17,1679,61071.00,,INE446C01013,13-Nov-17,,
502015,ASSOC.STONE ,XC,Q,42.05,42.05,39.70,40.20,40.00,40.85,138,24024,966800.00,,INE443A01030,13-Nov-17,,
502090,SAGAR CEM.  ,B ,Q,839.50,843.00,835.25,837.35,839.95,828.45,13,209,175223.00,,INE229C01013,13-Nov-17,,
502137,DECAN CEMENT,B ,Q,578.00,579.00,559.25,571.15,570.65,576.85,34,371,210837.00,,INE583C01021,13-Nov-17,,
502157,MANGALAM CEM,B ,Q,359.00,362.00,352.50,359.70,360.00,364.20,79,2292,819255.00,,INE347A01017,13-Nov-17,,
502165,OCL INDIA L ,B ,Q,1417.25,1437.40,1403.00,1421.15,1419.35,1409.40,134,1737,2460266.00,,INE290B01025,13-Nov-17,,
502168,N C L IND.  ,B ,Q,258.20,258.25,250.00,252.95,252.95,256.05,641,28205,7183654.00,,INE732C01016,13-Nov-17,,
502175,SAURAS.CEM. ,XC,Q,92.30,94.00,89.90,90.05,90.60,90.50,607,123142,11256788.00,,INE626A01014,13-Nov-17,,
502180,SRI DIGV CEM,XC,Q,27.00,27.35,26.50,26.55,26.55,27.00,159,58492,1568877.00,,INE232A01011,13-Nov-17,,
502219,BOROSIL GLAS,B ,Q,875.05,902.50,873.00,883.35,883.35,872.85,854,17180,15243097.00,,INE666D01022,13-Nov-17,,
502281,TRIVENI GLAS,XT,Q,20.80,21.70,20.80,21.70,21.70,20.70,104,52788,1139394.00,,INE094C01011,13-Nov-17,,
502330,IPAPPM      ,B ,Q,280.80,283.50,280.80,282.40,281.55,280.95,52,6388,1806931.00,,INE435A01028,13-Nov-17,,
502355,BALKRISH IND,A ,Q,1940.00,2070.00,1940.00,2046.30,2046.30,1920.60,3799,52455,106086263.00,,INE787D01026,13-Nov-17,,
502407,NATH PULP   ,XD,Q,42.40,42.95,42.00,42.80,42.95,42.40,9,969,41403.00,,INE776A01025,13-Nov-17,,
502420,ORIENT PAPER,B ,Q,122.00,124.85,120.10,120.35,120.35,122.00,818,39607,4829222.00,,INE592A01026,13-Nov-17,,
502445,CITADEL     ,XD,Q,55.00,55.00,54.00,54.15,54.15,56.00,4,1475,80223.00,,INE906D01014,13-Nov-17,,
502448,ROLLATAINER ,B ,Q,7.45,7.45,7.45,7.45,7.45,7.84,8,945,7040.00,,INE927A01040,13-Nov-17,,
502450,SESHA.PAPER ,B ,Q,750.00,756.90,739.60,741.80,741.20,754.20,12,133,98627.00,,INE630A01016,13-Nov-17,,
502587,RAMA PULP   ,XD,Q,38.00,39.00,36.55,37.15,36.55,38.45,83,17528,663060.00,,INE777A01015,13-Nov-17,,
502589,VAPI PAPER  ,XT,Q,34.00,34.00,34.00,34.00,34.00,32.50,3,240,8160.00,,INE464D01014,13-Nov-17,,
502742,SINTEX IND. ,A ,Q,26.00,26.20,25.10,25.25,25.25,25.80,1145,539149,13686183.00,,INE429C01035,13-Nov-17,,
502761,BLUE BLEND  ,B ,Q,30.75,31.50,29.85,29.95,29.95,31.40,69,13789,418382.00,,INE113O01014,13-Nov-17,,
502820,DCM LTD.    ,B ,Q,115.00,115.00,114.40,114.55,114.40,114.95,8,452,51850.00,,INE498A01018,13-Nov-17,,
502865,FORBES & CO ,B ,Q,1964.00,2020.00,1924.50,1941.80,1925.00,1963.80,245,1960,3833466.00,,INE518A01013,13-Nov-17,,
502873,H.P.COTTON  ,XD,Q,38.10,38.10,35.05,35.05,35.05,36.85,20,2222,78140.00,,INE950C01014,13-Nov-17,,
502901,JAMSHRI RANJ,XT,Q,16.50,16.50,16.50,16.50,16.50,15.75,1,729,12028.00,,INE462D01018,13-Nov-17,,
502937,KESORAM IND ,B ,Q,128.00,128.00,122.40,122.70,122.70,128.65,721,62580,7718645.00,,INE087A01019,13-Nov-17,,
502958,LAKSHMI MILL,XC,Q,2700.00,2715.00,2700.00,2715.00,2715.00,2751.00,3,7,18950.00,,INE938C01019,13-Nov-17,,
502986,VARDH TEXT  ,B ,Q,1307.00,1308.95,1268.50,1277.95,1271.00,1305.75,218,2070,2672476.00,,INE825A01012,13-Nov-17,,
502995,MALWA COTTON,T ,Q,4.90,4.90,4.57,4.57,4.57,4.81,7,2002,9479.00,,INE272B01015,13-Nov-17,,
503015,MODERN INDIA,XC,Q,61.00,63.00,60.50,63.00,63.00,63.00,3,250,15300.00,,INE251D01023,13-Nov-17,,
503031,PENLAND LTD ,B ,Q,30.25,30.30,28.55,28.85,28.75,30.05,639,562721,16358215.00,,INE138A01028,13-Nov-17,,
503092,PASUPATI SPG,XD,Q,20.05,20.05,20.05,20.05,20.05,20.00,2,111,2225.00,,INE909B01020,13-Nov-17,,
503100,PHOENIX MILL,B ,Q,525.00,530.15,514.05,515.85,515.85,510.25,58,285,148455.00,,INE211B01039,13-Nov-17,,
503101,MARATHON NEX,B ,Q,489.05,494.00,473.00,478.85,473.00,477.90,72,1840,886272.00,,INE182D01012,13-Nov-17,,
503162,REL.CHEMOTX ,XD,Q,88.00,93.75,88.00,89.05,89.00,85.90,94,5630,508961.00,,INE750D01016,13-Nov-17,,
503169,RUBY MILLS  ,B ,Q,319.00,324.00,316.00,316.20,316.00,321.15,36,838,267846.00,,INE301D01026,13-Nov-17,,
503205,SHREERAM    ,XC,Q,50.95,51.00,50.10,50.35,50.90,50.70,17,1212,61403.00,,INE164H01011,13-Nov-17,,
503229,SIMPLEX REAL,XD,Q,87.35,87.45,87.35,87.45,87.45,90.00,2,249,21760.00,,INE167H01014,13-Nov-17,,
503310,SWAN ENG    ,B ,Q,157.45,161.00,155.90,158.90,158.90,156.80,260,18225,2894847.00,,INE665A01038,13-Nov-17,,
503349,VICTORIA MIL,XD,Q,3600.30,3600.30,3600.30,3600.30,3600.30,3663.50,2,2,7200.00,,INE203D01016,13-Nov-17,,
503657,VEER ENERGY ,XT,Q,30.00,30.00,27.65,29.10,28.75,28.85,70,12960,369788.00,,INE255E01030,13-Nov-17,,
503659,SWIL        ,XT,Q,36.20,36.20,36.20,36.20,36.20,38.10,3,27,977.00,,INE948K01011,13-Nov-17,,
503722,BANSW.SYNTEX,B ,Q,130.55,132.45,130.15,132.25,132.25,132.90,22,758,99896.00,,INE629D01012,13-Nov-17,,
503776,MODIPON     ,XT,Q,47.70,47.70,47.70,47.70,47.70,50.00,4,170,8109.00,,INE170C01019,13-Nov-17,,
503804,SHRI DINESH ,XD,Q,130.40,131.60,129.05,131.60,131.60,130.10,14,647,84225.00,,INE204C01024,13-Nov-17,,
503806,SRF LIMITED ,A ,Q,1735.00,1776.70,1692.20,1751.15,1753.95,1731.95,2673,41394,72391857.00,,INE647A01010,13-Nov-17,,
503811,SIYARAM SILK,B ,Q,629.00,630.00,576.10,589.00,576.10,602.70,280,3204,1947685.00,,INE076B01028,13-Nov-17,,
503816,SWAD.POLYTEX,XT,Q,9.50,9.50,9.50,9.50,9.50,9.76,1,25,237.00,,INE243N01011,13-Nov-17,,
503831,FOMENTO HOTE,XC,Q,160.00,160.00,144.00,146.15,144.10,152.70,20,955,142067.00,,INE241E01014,13-Nov-17,,
503960,BHARAT BIJLE,B ,Q,990.00,1042.00,984.45,1008.90,1008.90,980.90,565,6375,6511265.00,,INE464A01028,13-Nov-17,,
504000,ELPRO INTER ,XC,Q,43.05,44.00,42.05,42.05,42.05,43.00,5,123,5257.00,,INE579B01039,13-Nov-17,,
504008,EMCO LTD.   ,T ,Q,20.40,20.60,19.35,19.80,19.70,19.65,87,18772,378965.00,,INE078A01026,13-Nov-17,,
504028,GEE LTD     ,XC,Q,58.90,60.15,58.00,58.65,58.65,58.05,89,17124,1018957.00,,INE064H01021,13-Nov-17,,
504036,HIND.RECT   ,T ,Q,104.10,105.00,102.15,103.65,105.00,105.15,41,6474,671778.00,,INE835D01023,13-Nov-17,,
504058,NIPPOBATRY  ,B ,Q,845.00,854.80,845.00,851.00,851.00,840.00,4,24,20311.00,,INE567A01010,13-Nov-17,,
504067,ZENSAR TECH.,B ,Q,870.45,879.00,865.00,878.30,875.00,870.05,72,972,850548.00,,INE520A01019,13-Nov-17,,
504076,JYOTI LTD.  ,XD,Q,47.50,48.50,47.50,48.50,48.50,48.30,7,500,24010.00,,INE511D01012,13-Nov-17,,
504080,JSL LTD.    ,XT,Q,109.50,109.50,109.50,109.50,109.50,115.00,1,5,547.00,,INE581L01018,13-Nov-17,,
504084,KAYCEE IND  ,XD,Q,5002.05,5002.05,5002.05,5002.05,5002.05,5259.45,1,2,10004.00,,INE813G01015,13-Nov-17,,
504092,INDOKEM LTD.,XD,Q,36.00,38.00,35.00,35.60,35.70,34.45,78,13774,500955.00,,INE716F01012,13-Nov-17,,
504093,PANA ENERG  ,XC,Q,307.10,320.00,292.10,301.20,301.20,305.70,283,12685,3925388.00,,INE795A01017,13-Nov-17,,
504112,NELCO LTD.  ,T ,Q,110.85,110.85,103.60,105.80,107.75,105.60,215,24707,2673024.00,,INE045B01015,13-Nov-17,,
504132,PERM MAGNETS,XT,Q,55.00,55.00,54.65,54.65,54.65,57.50,16,1150,63022.00,,INE418E01018,13-Nov-17,,
504176,HIGH ENERGY ,XT,Q,337.25,359.00,337.25,339.75,340.00,354.95,24,961,326769.00,,INE783E01015,13-Nov-17,,
504180,STD.BATTERY ,XD,Q,7.43,7.43,7.43,7.43,7.43,7.43,4,91,676.00,,INE502C01039,13-Nov-17,,
504212,UNIV.CABLE  ,B ,Q,180.75,204.00,179.00,195.90,195.90,178.15,4784,257208,50573068.00,,INE279A01012,13-Nov-17,,
504220,W.S.INDUSTR.,T ,Q,7.79,7.79,7.31,7.36,7.31,7.69,17,3058,22527.00,,INE100D01014,13-Nov-17,,
504258,LAKSHMI ELEC,XC,Q,732.00,799.20,732.00,764.10,764.10,739.75,583,17837,13798488.00,,INE284C01018,13-Nov-17,,
504341,RELTD       ,XT,Q,38.80,38.80,38.00,38.00,38.00,37.00,2,200,7680.00,,INE206N01018,13-Nov-17,,
504398,SJ CORP LTD ,XD,Q,14.75,14.75,14.75,14.75,14.75,14.75,2,3,44.00,,INE312B01027,13-Nov-17,,
504605,UNI ABEX    ,ST,Q,417.95,417.95,417.95,417.95,417.95,414.00,1,4,1671.00,,INE361D01012,13-Nov-17,,
504614,SARDA ENMIN ,B ,Q,457.90,466.20,439.40,444.65,444.65,442.65,1013,30903,13960130.00,,INE385C01013,13-Nov-17,,
504646,BHAGWATI AUT,XD,Q,98.00,103.80,98.00,99.00,99.00,98.00,28,1714,169393.00,,INE106G01014,13-Nov-17,,
504701,GONTER PEIP ,XD,Q,7.15,7.15,7.15,7.15,7.15,7.51,2,20,143.00,,INE530A01026,13-Nov-17,,
504741,IND.HUME PIP,B ,Q,470.85,474.50,467.00,469.65,467.00,474.85,168,4244,1994419.00,,INE323C01030,13-Nov-17,,
504786,INVEST &PREC,XC,Q,294.00,303.95,294.00,301.00,301.00,298.50,61,3294,982695.00,,INE155E01016,13-Nov-17,,
504840,KAIRA CAN CO,XT,Q,1244.45,1244.45,1244.45,1244.45,1244.45,1309.90,19,164,204089.00,,INE375D01012,13-Nov-17,,
504879,ORIENT ABRAS,B ,Q,55.95,57.00,53.55,54.00,54.00,55.95,475,87421,4792712.00,,INE569C01020,13-Nov-17,,
504903,RATHI ST    ,XT,Q,3.00,3.00,2.74,2.74,2.74,2.88,9,6622,18642.00,,INE336C01016,13-Nov-17,,
504908,DUNCANENG   ,ST,Q,98.00,100.00,93.50,100.00,100.00,98.00,7,330,32490.00,,INE340F01011,13-Nov-17,,
504918,SANDUR MANG.,XC,Q,983.95,989.80,950.00,953.00,953.00,990.90,420,9785,9442640.00,,INE149K01016,13-Nov-17,,
504959,STOVAC IND. ,XC,Q,3017.90,3017.90,2900.05,2994.75,3015.00,2971.65,67,410,1216215.00,,INE755D01015,13-Nov-17,,
504960,STEWARTS    ,XT,Q,18.80,18.80,18.80,18.80,18.80,18.70,1,200,3760.00,,INE356D01012,13-Nov-17,,
504961,TATA YODOGAW,ST,Q,62.55,66.85,62.55,65.10,65.00,63.70,16,4244,273417.00,,INE895C01011,13-Nov-17,,
504966,TINPLATE    ,B ,Q,247.45,247.90,239.35,240.15,240.15,247.15,1541,132154,32155495.00,,INE422C01014,13-Nov-17,,
504973,TIFHL       ,A ,Q,580.00,580.00,561.00,567.25,566.10,573.10,145,3073,1753872.00,,INE149A01033,13-Nov-17,,
